First Name,Middle Name,Surname,Full Name,Gender,Relation
Sisir,Singh,Gurung,Sisir Singh Gurung,Male,Husband
Raj,Prasad,Bhandari,Raj Prasad Bhandari,Male,Father
Hari,,Maharjan,Hari Maharjan,Male,Father
Kiran,Bahadur,K.C.,Kiran Bahadur K.C.,Male,Father
Shyam,,Sherpa,Shyam Sherpa,Male,Father
Prasant,Singh,Maharjan,Prasant Singh Maharjan,Male,Father
Prasant,Prasad,Karki,Prasant Prasad Karki,Male,Father
Ram,Raj,Sherpa,Ram Raj Sherpa,Male,Father
Praful,Lal,Bhandari,Praful Lal Bhandari,Male,Father
Sunita,Maya,Karki,Sunita Maya Karki,Female,Wife
Sunil,Prasad,K.C.,Sunil Prasad K.C.,Male,Father
Mina,Devi,Timalsina,Mina Devi Timalsina,Female,Wife
Mina,Devi,Rai,Mina Devi Rai,Female,Wife
Shreya,Kumari,Sherpa,Shreya Kumari Sherpa,Female,Wife
Shreya,,Sherpa,Shreya Sherpa,Female,Mother
Shreya,Kumari,Maharjan,Shreya Kumari Maharjan,Female,Wife
Dev,,Timalsina,Dev Timalsina,Male,Husband
Moni,Devi,Gurung,Moni Devi Gurung,Female,Mother
Gita,,Tamang,Gita Tamang,Female,Wife
Praful,Krishna,Timalsina,Praful Krishna Timalsina,Male,Father
Sabita,,K.C.,Sabita K.C.,Female,Mother
Sita,Kumari,Maharjan,Sita Kumari Maharjan,Female,Mother
Sisir,Prasad,Karki,Sisir Prasad Karki,Male,Father
Shyam,Kumar,Tamang,Shyam Kumar Tamang,Male,Father
Sunita,Laxmi,Maharjan,Sunita Laxmi Maharjan,Female,Mother
Sisir,Bahadur,Shrestha,Sisir Bahadur Shrestha,Male,Husband
Sita,,Gurung,Sita Gurung,Female,Mother
Anil,Man,Bhandari,Anil Man Bhandari,Male,Father
Abhaya,Raj,Maharjan,Abhaya Raj Maharjan,Male,Father
Sita,,Bhandari,Sita Bhandari,Female,Wife
Praful,Man,Tamang,Praful Man Tamang,Male,Father
Mina,Laxmi,Bhandari,Mina Laxmi Bhandari,Female,Wife
Sunita,Devi,Sherpa,Sunita Devi Sherpa,Female,Wife
Praful,Krishna,Sherpa,Praful Krishna Sherpa,Male,Father
Sabita,Devi,Shrestha,Sabita Devi Shrestha,Female,Mother
Moni,Kumari,Maharjan,Moni Kumari Maharjan,Female,Wife
Shreya,Rani,Rai,Shreya Rani Rai,Female,Wife
Sunil,,Bhandari,Sunil Bhandari,Male,Father
Sisir,Man,Timalsina,Sisir Man Timalsina,Male,Father
Raj,,Shrestha,Raj Shrestha,Male,Husband
Kiran,,Sherpa,Kiran Sherpa,Male,Husband
Dipak,Bahadur,Shrestha,Dipak Bahadur Shrestha,Male,Father
Sapana,Kumari,Timalsina,Sapana Kumari Timalsina,Female,Wife
Anil,Raj,Shrestha,Anil Raj Shrestha,Male,Husband
Dev,Krishna,Bhandari,Dev Krishna Bhandari,Male,Husband
Sita,,Rai,Sita Rai,Female,Mother
Praful,Kumar,Thapa,Praful Kumar Thapa,Male,Husband
Sabita,Laxmi,Rai,Sabita Laxmi Rai,Female,Wife
Mina,Laxmi,K.C.,Mina Laxmi K.C.,Female,Wife
Moni,,Timalsina,Moni Timalsina,Female,Mother
Ram,,Shrestha,Ram Shrestha,Male,Father
Sunil,Raj,Shrestha,Sunil Raj Shrestha,Male,Husband
Gita,,K.C.,Gita K.C.,Female,Wife
Shreya,Kumari,Bhandari,Shreya Kumari Bhandari,Female,Wife
Mina,Laxmi,Maharjan,Mina Laxmi Maharjan,Female,Wife
Mina,,K.C.,Mina K.C.,Female,Mother
Sita,,Timalsina,Sita Timalsina,Female,Mother
Raj,,Tamang,Raj Tamang,Male,Husband
Shreya,Laxmi,Thapa,Shreya Laxmi Thapa,Female,Wife
Sabita,Kumari,Timalsina,Sabita Kumari Timalsina,Female,Wife
Moni,,Thapa,Moni Thapa,Female,Mother
Kiran,Krishna,Gurung,Kiran Krishna Gurung,Male,Husband
Sisir,Kumar,Bhandari,Sisir Kumar Bhandari,Male,Father
Raj,,Sherpa,Raj Sherpa,Male,Father
Praful,Prasad,K.C.,Praful Prasad K.C.,Male,Husband
Sabita,Devi,Shrestha,Sabita Devi Shrestha,Female,Wife
Sapana,Devi,K.C.,Sapana Devi K.C.,Female,Mother
Mina,Devi,K.C.,Mina Devi K.C.,Female,Wife
Dipak,Lal,Gurung,Dipak Lal Gurung,Male,Father
Prasant,,Karki,Prasant Karki,Male,Father
Shyam,Man,Rai,Shyam Man Rai,Male,Father
Sapana,Kumari,Gurung,Sapana Kumari Gurung,Female,Wife
Abhaya,Bahadur,Rai,Abhaya Bahadur Rai,Male,Father
Shreya,Rani,Thapa,Shreya Rani Thapa,Female,Mother
Raj,,Bhandari,Raj Bhandari,Male,Husband
Anil,Prasad,K.C.,Anil Prasad K.C.,Male,Father
Raj,Singh,Karki,Raj Singh Karki,Male,Husband
Mina,Maya,Timalsina,Mina Maya Timalsina,Female,Mother
Prasant,Krishna,Thapa,Prasant Krishna Thapa,Male,Husband
Sita,,Rai,Sita Rai,Female,Wife
Raj,Singh,K.C.,Raj Singh K.C.,Male,Father
Sunil,,Rai,Sunil Rai,Male,Father
Sunita,Devi,Timalsina,Sunita Devi Timalsina,Female,Wife
Kiran,Man,Rai,Kiran Man Rai,Male,Father
Moni,Devi,Shrestha,Moni Devi Shrestha,Female,Mother
Moni,,Rai,Moni Rai,Female,Wife
Mina,Kumari,Sherpa,Mina Kumari Sherpa,Female,Wife
Sita,Laxmi,Timalsina,Sita Laxmi Timalsina,Female,Wife
Sisir,Prasad,Rai,Sisir Prasad Rai,Male,Father
Shyam,Krishna,Thapa,Shyam Krishna Thapa,Male,Father
Raj,Prasad,Bhandari,Raj Prasad Bhandari,Male,Father
Shyam,,Thapa,Shyam Thapa,Male,Husband
Moni,Rani,Sherpa,Moni Rani Sherpa,Female,Wife
Gita,Laxmi,K.C.,Gita Laxmi K.C.,Female,Mother
Dipak,Lal,Rai,Dipak Lal Rai,Male,Husband
Sunita,Kumari,Shrestha,Sunita Kumari Shrestha,Female,Mother
Shreya,,Sherpa,Shreya Sherpa,Female,Mother
Sunita,Devi,Rai,Sunita Devi Rai,Female,Wife
Moni,,Gurung,Moni Gurung,Female,Mother
Mina,Maya,Maharjan,Mina Maya Maharjan,Female,Mother
Ram,,Gurung,Ram Gurung,Male,Father
Moni,Kumari,Timalsina,Moni Kumari Timalsina,Female,Wife
Sisir,Lal,Rai,Sisir Lal Rai,Male,Husband
Anil,Bahadur,Karki,Anil Bahadur Karki,Male,Father
Kiran,Lal,K.C.,Kiran Lal K.C.,Male,Husband
Sita,Rani,Bhandari,Sita Rani Bhandari,Female,Mother
Sabita,Maya,Karki,Sabita Maya Karki,Female,Wife
Sabita,,Gurung,Sabita Gurung,Female,Mother
Hari,Singh,Timalsina,Hari Singh Timalsina,Male,Father
Praful,Bahadur,Tamang,Praful Bahadur Tamang,Male,Husband
Mina,Rani,Gurung,Mina Rani Gurung,Female,Wife
Safal,,Maharjan,Safal Maharjan,Male,Husband
Shreya,,Tamang,Shreya Tamang,Female,Wife
Sita,,Rai,Sita Rai,Female,Wife
Praful,,Gurung,Praful Gurung,Male,Father
Anil,Krishna,Maharjan,Anil Krishna Maharjan,Male,Husband
Anil,Raj,K.C.,Anil Raj K.C.,Male,Father
Raj,Raj,Karki,Raj Raj Karki,Male,Husband
Sunil,Singh,K.C.,Sunil Singh K.C.,Male,Husband
Gita,Kumari,Bhandari,Gita Kumari Bhandari,Female,Mother
Sapana,Devi,Karki,Sapana Devi Karki,Female,Wife
Dev,Man,Thapa,Dev Man Thapa,Male,Father
Sabita,Kumari,Maharjan,Sabita Kumari Maharjan,Female,Wife
Shyam,Kumar,Tamang,Shyam Kumar Tamang,Male,Husband
Sabita,Laxmi,Rai,Sabita Laxmi Rai,Female,Wife
Kiran,,Gurung,Kiran Gurung,Male,Father
Sita,Rani,Rai,Sita Rani Rai,Female,Mother
Gita,Maya,Shrestha,Gita Maya Shrestha,Female,Wife
Prasant,,Maharjan,Prasant Maharjan,Male,Husband
Gita,Rani,Sherpa,Gita Rani Sherpa,Female,Wife
Dipak,Kumar,Bhandari,Dipak Kumar Bhandari,Male,Father
Sunil,Prasad,Maharjan,Sunil Prasad Maharjan,Male,Husband
Sabita,Rani,Maharjan,Sabita Rani Maharjan,Female,Wife
Mina,,Karki,Mina Karki,Female,Mother
Dipak,Lal,Timalsina,Dipak Lal Timalsina,Male,Father
Raj,Prasad,Shrestha,Raj Prasad Shrestha,Male,Husband
Moni,,Maharjan,Moni Maharjan,Female,Wife
Sita,Devi,Sherpa,Sita Devi Sherpa,Female,Wife
Moni,Maya,Maharjan,Moni Maya Maharjan,Female,Mother
Anil,,Timalsina,Anil Timalsina,Male,Father
Sapana,Kumari,Karki,Sapana Kumari Karki,Female,Wife
Sunita,,K.C.,Sunita K.C.,Female,Mother
Shyam,Man,Gurung,Shyam Man Gurung,Male,Father
Gita,,K.C.,Gita K.C.,Female,Wife
Sabita,,Karki,Sabita Karki,Female,Wife
Shreya,Laxmi,Thapa,Shreya Laxmi Thapa,Female,Wife
Dev,,Karki,Dev Karki,Male,Husband
Sita,,Gurung,Sita Gurung,Female,Mother
Anil,Man,Karki,Anil Man Karki,Male,Father
Shyam,Man,Gurung,Shyam Man Gurung,Male,Father
Sunita,,Maharjan,Sunita Maharjan,Female,Wife
Moni,Rani,Sherpa,Moni Rani Sherpa,Female,Mother
Shreya,Maya,Gurung,Shreya Maya Gurung,Female,Mother
Safal,Kumar,Sherpa,Safal Kumar Sherpa,Male,Father
Gita,Maya,Maharjan,Gita Maya Maharjan,Female,Mother
Mina,Rani,Thapa,Mina Rani Thapa,Female,Wife
Hari,Raj,Gurung,Hari Raj Gurung,Male,Father
Mina,,Karki,Mina Karki,Female,Mother
Dev,Kumar,Thapa,Dev Kumar Thapa,Male,Husband
Moni,Rani,Maharjan,Moni Rani Maharjan,Female,Mother
Abhaya,,Maharjan,Abhaya Maharjan,Male,Husband
Moni,Rani,K.C.,Moni Rani K.C.,Female,Wife
Praful,Raj,Tamang,Praful Raj Tamang,Male,Father
Gita,Laxmi,Bhandari,Gita Laxmi Bhandari,Female,Wife
Safal,,Tamang,Safal Tamang,Male,Father
Sabita,,Sherpa,Sabita Sherpa,Female,Wife
Shyam,Bahadur,Rai,Shyam Bahadur Rai,Male,Father
Praful,Krishna,Gurung,Praful Krishna Gurung,Male,Husband
Shreya,Laxmi,Gurung,Shreya Laxmi Gurung,Female,Mother
Abhaya,,Timalsina,Abhaya Timalsina,Male,Husband
Mina,,Tamang,Mina Tamang,Female,Wife
Anil,Bahadur,Bhandari,Anil Bahadur Bhandari,Male,Husband
Dipak,Singh,Gurung,Dipak Singh Gurung,Male,Father
Sisir,,Shrestha,Sisir Shrestha,Male,Father
Sunita,Kumari,Bhandari,Sunita Kumari Bhandari,Female,Wife
Sita,Laxmi,Karki,Sita Laxmi Karki,Female,Wife
Dev,Lal,Timalsina,Dev Lal Timalsina,Male,Father
Safal,,Sherpa,Safal Sherpa,Male,Father
Sunil,Krishna,Rai,Sunil Krishna Rai,Male,Husband
Gita,,Sherpa,Gita Sherpa,Female,Wife
Dipak,Krishna,Tamang,Dipak Krishna Tamang,Male,Father
Sabita,,K.C.,Sabita K.C.,Female,Wife
Mina,Rani,Timalsina,Mina Rani Timalsina,Female,Wife
Hari,Lal,Tamang,Hari Lal Tamang,Male,Father
Shreya,Laxmi,Tamang,Shreya Laxmi Tamang,Female,Mother
Safal,Bahadur,Sherpa,Safal Bahadur Sherpa,Male,Father
Hari,,Timalsina,Hari Timalsina,Male,Father
Praful,Singh,Shrestha,Praful Singh Shrestha,Male,Father
Gita,Laxmi,Sherpa,Gita Laxmi Sherpa,Female,Mother
Prasant,Bahadur,Shrestha,Prasant Bahadur Shrestha,Male,Father
Abhaya,Kumar,Thapa,Abhaya Kumar Thapa,Male,Father
Mina,Kumari,Karki,Mina Kumari Karki,Female,Mother
Sunita,Kumari,Sherpa,Sunita Kumari Sherpa,Female,Mother
Kiran,Singh,Tamang,Kiran Singh Tamang,Male,Father
Mina,Devi,Tamang,Mina Devi Tamang,Female,Wife
Anil,Raj,Sherpa,Anil Raj Sherpa,Male,Father
Sabita,Rani,Tamang,Sabita Rani Tamang,Female,Wife
Prasant,Raj,Tamang,Prasant Raj Tamang,Male,Father
Praful,,Karki,Praful Karki,Male,Husband
Sunil,Man,Sherpa,Sunil Man Sherpa,Male,Husband
Prasant,Prasad,Tamang,Prasant Prasad Tamang,Male,Husband
Sabita,Laxmi,Timalsina,Sabita Laxmi Timalsina,Female,Mother
Dev,Krishna,Gurung,Dev Krishna Gurung,Male,Husband
Anil,,Thapa,Anil Thapa,Male,Husband
Mina,Devi,K.C.,Mina Devi K.C.,Female,Mother
Sita,Kumari,Shrestha,Sita Kumari Shrestha,Female,Wife
Anil,Lal,Gurung,Anil Lal Gurung,Male,Father
Sunita,Laxmi,K.C.,Sunita Laxmi K.C.,Female,Mother
Shreya,,Bhandari,Shreya Bhandari,Female,Mother
Abhaya,,Shrestha,Abhaya Shrestha,Male,Father
Praful,Man,Karki,Praful Man Karki,Male,Husband
Praful,Kumar,Rai,Praful Kumar Rai,Male,Father
Raj,Raj,Rai,Raj Raj Rai,Male,Husband
Dipak,Prasad,Shrestha,Dipak Prasad Shrestha,Male,Husband
Raj,Lal,Sherpa,Raj Lal Sherpa,Male,Husband
Sunita,Maya,Gurung,Sunita Maya Gurung,Female,Wife
Ram,,Shrestha,Ram Shrestha,Male,Father
Dev,,Karki,Dev Karki,Male,Father
Ram,Raj,Tamang,Ram Raj Tamang,Male,Husband
Raj,,Shrestha,Raj Shrestha,Male,Husband
Sapana,,Thapa,Sapana Thapa,Female,Mother
Abhaya,,Timalsina,Abhaya Timalsina,Male,Husband
Safal,,Shrestha,Safal Shrestha,Male,Father
Sita,Kumari,Gurung,Sita Kumari Gurung,Female,Mother
Hari,,Timalsina,Hari Timalsina,Male,Husband
Moni,Devi,K.C.,Moni Devi K.C.,Female,Wife
Abhaya,Krishna,Thapa,Abhaya Krishna Thapa,Male,Father
Moni,Maya,Gurung,Moni Maya Gurung,Female,Mother
Ram,,Maharjan,Ram Maharjan,Male,Husband
Sunil,,Thapa,Sunil Thapa,Male,Father
Abhaya,,Timalsina,Abhaya Timalsina,Male,Father
Sunita,Maya,Rai,Sunita Maya Rai,Female,Wife
Sabita,Rani,Sherpa,Sabita Rani Sherpa,Female,Wife
Prasant,Prasad,Karki,Prasant Prasad Karki,Male,Husband
Sapana,Maya,Bhandari,Sapana Maya Bhandari,Female,Wife
Safal,Bahadur,Karki,Safal Bahadur Karki,Male,Father
Shreya,Rani,Thapa,Shreya Rani Thapa,Female,Mother
Sunita,Devi,Gurung,Sunita Devi Gurung,Female,Mother
Mina,Laxmi,Rai,Mina Laxmi Rai,Female,Mother
Dev,Krishna,Bhandari,Dev Krishna Bhandari,Male,Father
Shreya,Laxmi,Maharjan,Shreya Laxmi Maharjan,Female,Mother
Sunil,Lal,Gurung,Sunil Lal Gurung,Male,Father
Sabita,Kumari,Timalsina,Sabita Kumari Timalsina,Female,Mother
Hari,Bahadur,Maharjan,Hari Bahadur Maharjan,Male,Father
Raj,,Maharjan,Raj Maharjan,Male,Father
Anil,,Sherpa,Anil Sherpa,Male,Father
Moni,,Tamang,Moni Tamang,Female,Mother
Ram,,Rai,Ram Rai,Male,Father
Ram,Raj,Karki,Ram Raj Karki,Male,Husband
Ram,Bahadur,Shrestha,Ram Bahadur Shrestha,Male,Father
Shreya,Laxmi,Thapa,Shreya Laxmi Thapa,Female,Wife
Dev,,Thapa,Dev Thapa,Male,Father
Kiran,Kumar,Timalsina,Kiran Kumar Timalsina,Male,Father
Shyam,Lal,Bhandari,Shyam Lal Bhandari,Male,Father
Mina,Rani,Sherpa,Mina Rani Sherpa,Female,Mother
Shyam,Bahadur,Karki,Shyam Bahadur Karki,Male,Father
Sisir,Raj,Timalsina,Sisir Raj Timalsina,Male,Husband
Anil,Raj,Bhandari,Anil Raj Bhandari,Male,Husband
Mina,Devi,Timalsina,Mina Devi Timalsina,Female,Wife
Sunil,Man,Gurung,Sunil Man Gurung,Male,Father
Sunil,Krishna,Bhandari,Sunil Krishna Bhandari,Male,Husband
Abhaya,Bahadur,Gurung,Abhaya Bahadur Gurung,Male,Husband
Abhaya,Lal,Sherpa,Abhaya Lal Sherpa,Male,Husband
Sita,,Sherpa,Sita Sherpa,Female,Mother
Hari,,Bhandari,Hari Bhandari,Male,Husband
Shreya,Kumari,Maharjan,Shreya Kumari Maharjan,Female,Mother
Prasant,,Rai,Prasant Rai,Male,Husband
Sapana,,Rai,Sapana Rai,Female,Mother
Gita,Kumari,Timalsina,Gita Kumari Timalsina,Female,Mother
Prasant,Singh,Shrestha,Prasant Singh Shrestha,Male,Father
Dipak,Krishna,Thapa,Dipak Krishna Thapa,Male,Husband
Abhaya,Kumar,K.C.,Abhaya Kumar K.C.,Male,Husband
Sita,Laxmi,Maharjan,Sita Laxmi Maharjan,Female,Wife
Anil,,Bhandari,Anil Bhandari,Male,Father
Sunita,Devi,Timalsina,Sunita Devi Timalsina,Female,Mother
Sunita,Rani,Timalsina,Sunita Rani Timalsina,Female,Mother
Hari,Prasad,Bhandari,Hari Prasad Bhandari,Male,Husband
Ram,,Thapa,Ram Thapa,Male,Father
Prasant,Krishna,Tamang,Prasant Krishna Tamang,Male,Husband
Sapana,Devi,Karki,Sapana Devi Karki,Female,Mother
Sita,Kumari,K.C.,Sita Kumari K.C.,Female,Mother
Mina,Rani,Shrestha,Mina Rani Shrestha,Female,Wife
Abhaya,,Timalsina,Abhaya Timalsina,Male,Husband
Shyam,Prasad,Bhandari,Shyam Prasad Bhandari,Male,Father
Safal,,Bhandari,Safal Bhandari,Male,Husband
Sabita,Kumari,Gurung,Sabita Kumari Gurung,Female,Wife
Kiran,Krishna,K.C.,Kiran Krishna K.C.,Male,Father
Moni,,Thapa,Moni Thapa,Female,Wife
Sunita,,Gurung,Sunita Gurung,Female,Mother
Sunita,Rani,Bhandari,Sunita Rani Bhandari,Female,Mother
Sita,Devi,Bhandari,Sita Devi Bhandari,Female,Mother
Sabita,Devi,Shrestha,Sabita Devi Shrestha,Female,Mother
Anil,Lal,Bhandari,Anil Lal Bhandari,Male,Father
Praful,,Tamang,Praful Tamang,Male,Father
Sisir,Man,Timalsina,Sisir Man Timalsina,Male,Father
Shreya,Kumari,Sherpa,Shreya Kumari Sherpa,Female,Mother
Sunita,Laxmi,Maharjan,Sunita Laxmi Maharjan,Female,Wife
Abhaya,Raj,Rai,Abhaya Raj Rai,Male,Husband
Gita,,K.C.,Gita K.C.,Female,Mother
Safal,Lal,Timalsina,Safal Lal Timalsina,Male,Husband
Sita,Laxmi,Sherpa,Sita Laxmi Sherpa,Female,Mother
Shyam,Singh,K.C.,Shyam Singh K.C.,Male,Husband
Sunil,Prasad,Rai,Sunil Prasad Rai,Male,Father
Dev,Singh,Rai,Dev Singh Rai,Male,Father
Gita,Kumari,Karki,Gita Kumari Karki,Female,Mother
Anil,Man,Timalsina,Anil Man Timalsina,Male,Husband
Sisir,Bahadur,Tamang,Sisir Bahadur Tamang,Male,Father
Sita,Maya,Timalsina,Sita Maya Timalsina,Female,Wife
Praful,,Sherpa,Praful Sherpa,Male,Husband
Kiran,,K.C.,Kiran K.C.,Male,Husband
Moni,Kumari,Sherpa,Moni Kumari Sherpa,Female,Wife
Sabita,,Rai,Sabita Rai,Female,Mother
Dipak,Bahadur,Gurung,Dipak Bahadur Gurung,Male,Husband
Ram,Man,Gurung,Ram Man Gurung,Male,Husband
Ram,,Bhandari,Ram Bhandari,Male,Father
Ram,Kumar,Gurung,Ram Kumar Gurung,Male,Husband
Raj,Krishna,Karki,Raj Krishna Karki,Male,Father
Mina,Devi,Maharjan,Mina Devi Maharjan,Female,Mother
Sita,Devi,Sherpa,Sita Devi Sherpa,Female,Wife
Shyam,Lal,Shrestha,Shyam Lal Shrestha,Male,Husband
Sabita,Rani,K.C.,Sabita Rani K.C.,Female,Mother
Gita,Laxmi,Maharjan,Gita Laxmi Maharjan,Female,Wife
Mina,Maya,Shrestha,Mina Maya Shrestha,Female,Mother
Sabita,Rani,Thapa,Sabita Rani Thapa,Female,Mother
Shreya,Laxmi,Karki,Shreya Laxmi Karki,Female,Mother
Prasant,Man,Gurung,Prasant Man Gurung,Male,Father
Dev,Lal,Timalsina,Dev Lal Timalsina,Male,Husband
Shreya,Devi,Sherpa,Shreya Devi Sherpa,Female,Wife
Gita,Maya,Karki,Gita Maya Karki,Female,Mother
Abhaya,Raj,Shrestha,Abhaya Raj Shrestha,Male,Father
Shreya,,Karki,Shreya Karki,Female,Wife
Raj,Lal,Rai,Raj Lal Rai,Male,Husband
Sabita,Maya,Maharjan,Sabita Maya Maharjan,Female,Mother
Prasant,,Thapa,Prasant Thapa,Male,Husband
Sunita,Devi,K.C.,Sunita Devi K.C.,Female,Mother
Mina,Laxmi,Timalsina,Mina Laxmi Timalsina,Female,Mother
Gita,,Shrestha,Gita Shrestha,Female,Mother
Dipak,Singh,Rai,Dipak Singh Rai,Male,Father
Sita,Kumari,Maharjan,Sita Kumari Maharjan,Female,Mother
Mina,Maya,Shrestha,Mina Maya Shrestha,Female,Wife
Anil,Man,Bhandari,Anil Man Bhandari,Male,Husband
Safal,,Timalsina,Safal Timalsina,Male,Father
Sapana,Laxmi,Shrestha,Sapana Laxmi Shrestha,Female,Wife
Ram,,Timalsina,Ram Timalsina,Male,Father
Anil,Raj,Karki,Anil Raj Karki,Male,Husband
Mina,Rani,Rai,Mina Rani Rai,Female,Wife
Shreya,Rani,Maharjan,Shreya Rani Maharjan,Female,Wife
Mina,,Tamang,Mina Tamang,Female,Wife
Anil,Lal,Rai,Anil Lal Rai,Male,Husband
Anil,,Shrestha,Anil Shrestha,Male,Father
Shyam,Kumar,Shrestha,Shyam Kumar Shrestha,Male,Husband
Shreya,,Karki,Shreya Karki,Female,Mother
Abhaya,Krishna,Gurung,Abhaya Krishna Gurung,Male,Father
Ram,Lal,K.C.,Ram Lal K.C.,Male,Father
Sita,Maya,Shrestha,Sita Maya Shrestha,Female,Wife
Shyam,Krishna,Bhandari,Shyam Krishna Bhandari,Male,Father
Anil,Kumar,Timalsina,Anil Kumar Timalsina,Male,Father
Anil,Prasad,Rai,Anil Prasad Rai,Male,Husband
Sabita,Kumari,Bhandari,Sabita Kumari Bhandari,Female,Wife
Kiran,Raj,Shrestha,Kiran Raj Shrestha,Male,Father
Sabita,Devi,Tamang,Sabita Devi Tamang,Female,Mother
Abhaya,Krishna,Karki,Abhaya Krishna Karki,Male,Husband
Raj,,Tamang,Raj Tamang,Male,Husband
Moni,Devi,Timalsina,Moni Devi Timalsina,Female,Wife
Shreya,,K.C.,Shreya K.C.,Female,Wife
Kiran,Bahadur,K.C.,Kiran Bahadur K.C.,Male,Father
Sisir,,Timalsina,Sisir Timalsina,Male,Husband
Sunita,,K.C.,Sunita K.C.,Female,Mother
Kiran,,Timalsina,Kiran Timalsina,Male,Father
Hari,,Gurung,Hari Gurung,Male,Husband
Sapana,Devi,Bhandari,Sapana Devi Bhandari,Female,Mother
Mina,Maya,Shrestha,Mina Maya Shrestha,Female,Wife
Anil,Man,Gurung,Anil Man Gurung,Male,Father
Mina,,Tamang,Mina Tamang,Female,Mother
Dipak,Prasad,Gurung,Dipak Prasad Gurung,Male,Father
Moni,Rani,Maharjan,Moni Rani Maharjan,Female,Mother
Shreya,Laxmi,Shrestha,Shreya Laxmi Shrestha,Female,Wife
Dipak,Raj,Thapa,Dipak Raj Thapa,Male,Husband
Safal,Krishna,K.C.,Safal Krishna K.C.,Male,Father
Abhaya,Man,Shrestha,Abhaya Man Shrestha,Male,Husband
Prasant,Raj,Maharjan,Prasant Raj Maharjan,Male,Husband
Hari,,Shrestha,Hari Shrestha,Male,Father
Moni,Maya,Rai,Moni Maya Rai,Female,Wife
Ram,,Thapa,Ram Thapa,Male,Father
Sabita,Laxmi,Sherpa,Sabita Laxmi Sherpa,Female,Wife
Sapana,,Maharjan,Sapana Maharjan,Female,Mother
Kiran,Bahadur,Shrestha,Kiran Bahadur Shrestha,Male,Father
Safal,Prasad,Gurung,Safal Prasad Gurung,Male,Husband
Dipak,Singh,Gurung,Dipak Singh Gurung,Male,Father
Shyam,,Rai,Shyam Rai,Male,Father
Sabita,,Timalsina,Sabita Timalsina,Female,Mother
Sunita,Kumari,K.C.,Sunita Kumari K.C.,Female,Wife
Sisir,,Sherpa,Sisir Sherpa,Male,Husband
Gita,Maya,Rai,Gita Maya Rai,Female,Wife
Sisir,,Thapa,Sisir Thapa,Male,Father
Dipak,Lal,Rai,Dipak Lal Rai,Male,Husband
Sunita,Rani,Maharjan,Sunita Rani Maharjan,Female,Mother
Mina,Laxmi,Thapa,Mina Laxmi Thapa,Female,Wife
Mina,Rani,Shrestha,Mina Rani Shrestha,Female,Wife
Sabita,Maya,K.C.,Sabita Maya K.C.,Female,Mother
Anil,Prasad,Maharjan,Anil Prasad Maharjan,Male,Husband
Ram,Lal,Timalsina,Ram Lal Timalsina,Male,Husband
Gita,,Gurung,Gita Gurung,Female,Mother
Hari,Lal,Sherpa,Hari Lal Sherpa,Male,Father
Praful,Kumar,Sherpa,Praful Kumar Sherpa,Male,Husband
Sapana,Laxmi,Sherpa,Sapana Laxmi Sherpa,Female,Mother
Sita,Rani,Karki,Sita Rani Karki,Female,Mother
Sapana,Rani,Thapa,Sapana Rani Thapa,Female,Mother
Dev,Prasad,Rai,Dev Prasad Rai,Male,Husband
Sapana,Rani,Thapa,Sapana Rani Thapa,Female,Wife
Moni,,Maharjan,Moni Maharjan,Female,Mother
Shyam,Kumar,Timalsina,Shyam Kumar Timalsina,Male,Husband
Kiran,,Thapa,Kiran Thapa,Male,Father
Shreya,,Rai,Shreya Rai,Female,Wife
Mina,Kumari,Thapa,Mina Kumari Thapa,Female,Mother
Sita,Laxmi,Maharjan,Sita Laxmi Maharjan,Female,Wife
Hari,Kumar,Rai,Hari Kumar Rai,Male,Husband
Gita,,K.C.,Gita K.C.,Female,Mother
Gita,,Sherpa,Gita Sherpa,Female,Mother
Mina,Laxmi,Thapa,Mina Laxmi Thapa,Female,Mother
Mina,Devi,Rai,Mina Devi Rai,Female,Mother
Abhaya,Singh,Timalsina,Abhaya Singh Timalsina,Male,Father
Prasant,Krishna,Thapa,Prasant Krishna Thapa,Male,Father
Shyam,,K.C.,Shyam K.C.,Male,Father
Sunita,Devi,Timalsina,Sunita Devi Timalsina,Female,Wife
Shyam,Singh,K.C.,Shyam Singh K.C.,Male,Father
Sunil,,Tamang,Sunil Tamang,Male,Father
Sunita,,Thapa,Sunita Thapa,Female,Wife
Dipak,Singh,Thapa,Dipak Singh Thapa,Male,Husband
Dev,,Bhandari,Dev Bhandari,Male,Father
Moni,Maya,Rai,Moni Maya Rai,Female,Wife
Sabita,Kumari,K.C.,Sabita Kumari K.C.,Female,Mother
Raj,,Gurung,Raj Gurung,Male,Husband
Safal,Lal,Sherpa,Safal Lal Sherpa,Male,Husband
Anil,,Tamang,Anil Tamang,Male,Husband
Sabita,,Karki,Sabita Karki,Female,Wife
Dev,Bahadur,Sherpa,Dev Bahadur Sherpa,Male,Father
Kiran,Lal,Thapa,Kiran Lal Thapa,Male,Husband
Moni,Maya,Sherpa,Moni Maya Sherpa,Female,Wife
Hari,Bahadur,Rai,Hari Bahadur Rai,Male,Husband
Sunita,,Bhandari,Sunita Bhandari,Female,Wife
Abhaya,Man,Karki,Abhaya Man Karki,Male,Father
Ram,Bahadur,Sherpa,Ram Bahadur Sherpa,Male,Husband
Sita,Kumari,Bhandari,Sita Kumari Bhandari,Female,Mother
